order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY03337,2021-03-11,10:11:49,Breakfast,TP,"[('Pancake', 7), ('Coffee', 9), ('Eggs', 3)]",268.25,-37.8181824,145.0039911,0,11.023,19.806723299999998
ORDA01903,2021-04-30,11:53:14,Breakfast,BK,"[('Pancake', 4), ('Cereal', 8), ('Coffee', 6), ('Eggs', 2)]",324.0,-37.807576,144.9398721,0,10.03,14.9725671
ORDA09491,2021-05-14,12:23:39,Lunch,BK,"[('Steak', 7), ('Chicken', 2), ('Burger', 4), ('Salad', 5), ('Fries', 1)]",601.0,-37.813691,144.9664886,0,7.476,13.4688126
ORDX02765,2021-03-30,10:52:23,Breakfast,BK,"[('Coffee', 4), ('Eggs', 6), ('Cereal', 1), ('Pancake', 3)]",234.75,-37.8255311,144.9516784,0,9.289,14.4011579
ORDK00947,2021-12-03,19:09:17,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 4), ('Pasta', 7)]",601.5,-37.8153859,144.9665417,0,7.528,14.4368128
ORDB07137,2021-04-28,11:53:14,Breakfast,TP,"[('Cereal', 8), ('Coffee', 3)]",176.5,-37.8050968,144.9287544,0,11.305,13.1102274
ORDZ05046,2021-12-17,19:39:43,Dinner,NS,"[('Shrimp', 4), ('Salmon', 10), ('Fish&Chips', 6)]",836.0,-37.8092035,144.9731432,0,7.244,13.135218
ORDK02004,2021-06-14,13:24:30,Lunch,BK,"[('Burger', 2), ('Steak', 3)]",197.0,-37.8245122,144.9827896,0,7.052,13.2654169
ORDC04475,2021-12-25,19:49:51,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 1)]",321.0,-37.8178914,144.9619646,0,8.626,17.0566285
ORDY05526,2021-06-18,13:34:38,Lunch,TP,"[('Fries', 8), ('Chicken', 9), ('Burger', 7)]",601.0,-37.8008493,144.9700932,0,9.919,12.8739576
ORDI04676,2021-07-19,14:35:29,Lunch,NS,"[('Fries', 9), ('Chicken', 3), ('Burger', 2), ('Salad', 6)]",369.2,-37.8185812,145.0049127,0,10.577,16.1076459
ORDJ06015,2021-07-03,14:05:04,Lunch,TP,"[('Burger', 1), ('Fries', 4)]",79.0,-37.8207156,144.9695057,0,7.765,13.3535874
ORDZ05401,2021-06-22,13:44:47,Lunch,NS,"[('Salad', 6), ('Fries', 3), ('Burger', 2), ('Steak', 1), ('Chicken', 4)]",374.2,-37.805422,144.9522901,0,8.222,13.9311568
ORDI05601,2021-12-21,19:39:43,Dinner,NS,"[('Pasta', 6), ('Shrimp', 9)]",651.0,-37.8102148,144.9614603,0,7.628,20.92187655
ORDB05166,2021-02-20,09:41:24,Breakfast,TP,"[('Pancake', 6), ('Cereal', 2), ('Eggs', 8)]",341.5,-37.8022837,144.9513492,0,9.988,13.2383012
ORDZ01979,2021-08-28,15:56:37,Lunch,NS,"[('Fries', 9), ('Steak', 1), ('Chicken', 4), ('Burger', 2)]",343.0,-37.8106368,144.9605957,0,7.731,14.61369
ORDB07197,2021-09-01,15:56:37,Lunch,TP,"[('Fries', 2), ('Burger', 1)]",55.0,-37.81349,144.9656669,0,8.209,11.9657747
ORDK01427,2021-01-05,08:00:00,Breakfast,BK,"[('Eggs', 1), ('Cereal', 4)]",101.0,-37.8089626,144.9580005,1,7.933,6.5338279
ORDA10911,2021-12-09,19:19:26,Dinner,BK,"[('Fish&Chips', 8), ('Shrimp', 4), ('Pasta', 8)]",716.0,-37.8165345,144.9710393,0,7.091,13.6251142
ORDZ02772,2021-05-08,12:13:31,Lunch,NS,"[('Steak', 10), ('Fries', 2), ('Salad', 2), ('Chicken', 8)]",764.4,-37.8243728,144.9525106,0,9.953,17.8943226
ORDK00798,2021-12-14,19:29:34,Dinner,BK,"[('Pasta', 4), ('Shrimp', 1), ('Salmon', 10), ('Fish&Chips', 1)]",609.0,-37.8128061,144.96827,0,7.254,14.0551099
ORDC07046,2021-10-03,17:07:36,Dinner,NS,"[('Pasta', 4), ('Salmon', 10), ('Shrimp', 1)]",574.0,-37.8064293,144.9453257,0,8.961,16.8547389
ORDA07141,2021-10-18,17:38:01,Dinner,BK,"[('Shrimp', 3), ('Pasta', 8)]",382.0,-37.8197719,144.9683168,0,7.662,14.4140182
ORDC03693,2021-02-15,09:21:07,Breakfast,NS,"[('Coffee', 4), ('Pancake', 7), ('Eggs', 4), ('Cereal', 2)]",301.75,-37.8225901,145.0112938,0,11.619,17.2343462
ORDZ08898,2021-12-19,19:39:43,Dinner,NS,"[('Pasta', 1), ('Salmon', 2)]",109.5,-37.8154071,144.9587186,0,8.459,16.8935521
ORDB01211,2021-12-20,19:39:43,Dinner,TP,"[('Shrimp', 1), ('Pasta', 9), ('Salmon', 10), ('Fish&Chips', 2)]",781.5,-37.8152555,144.9637145,0,7.889,12.2874102
ORDI11019,2021-03-15,10:21:58,Breakfast,NS,"[('Cereal', 8), ('Eggs', 9), ('Pancake', 10), ('Coffee', 6)]",604.5,-37.8000063,144.962762,0,6.818,12.3999017
ORDZ00592,2021-02-06,09:10:59,Breakfast,NS,"[('Eggs', 6), ('Pancake', 4)]",215.0,-37.814805,144.9710671,0,7.869,14.918509
ORDY10179,2021-10-07,17:17:44,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 4), ('Shrimp', 9)]",825.0,-37.8190758,144.9598956,0,7.762,12.4146068
ORDK05658,2021-06-24,13:44:47,Lunch,BK,"[('Fries', 9), ('Burger', 4), ('Salad', 8), ('Steak', 3)]",504.6,-37.7998114,144.9583424,0,8.371,14.1322773
ORDI04375,2021-03-09,10:11:49,Breakfast,NS,"[('Cereal', 4), ('Coffee', 3), ('Pancake', 8)]",274.5,-37.8101575,144.9500656,0,8.623,13.9488846
ORDX02539,2021-02-10,09:21:07,Breakfast,BK,"[('Eggs', 1), ('Coffee', 1), ('Pancake', 9)]",226.75,-37.8109632,145.0047212,0,3.715,8.40687
ORDI02744,2021-06-12,13:24:30,Lunch,NS,"[('Fries', 4), ('Steak', 1), ('Chicken', 6)]",285.0,-37.8242297,144.9842558,0,9.519,17.0487936
ORDA01619,2021-02-15,09:31:16,Breakfast,BK,"[('Coffee', 4), ('Pancake', 4), ('Cereal', 3), ('Eggs', 4)]",255.0,-37.8210515,145.0130839,0,4.54,9.5392449
ORDI10383,2021-03-26,10:42:15,Breakfast,NS,"[('Coffee', 6), ('Eggs', 4), ('Cereal', 8)]",277.0,-37.8172158,144.9887299,0,9.159,14.3298741
ORDJ06537,2021-05-06,12:03:22,Lunch,TP,"[('Fries', 3), ('Salad', 9), ('Burger', 2)]",252.8,-37.8201605,144.9576389,0,7.944,11.8739675
ORDZ10698,2021-11-30,18:59:09,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 9)]",693.0,-37.8023809,144.9918315,0,8.334,13.885437
ORDZ03152,2021-06-26,13:44:47,Lunch,NS,"[('Steak', 5), ('Chicken', 3), ('Fries', 6)]",393.0,-37.8231974,145.0142992,0,11.753,19.2297471
ORDA05016,2021-11-14,18:28:43,Dinner,BK,"[('Salmon', 3), ('Shrimp', 4), ('Pasta', 6)]",504.0,-37.8139548,144.92984,0,11.393,31.0888122
ORDA05158,2021-04-14,11:22:49,Breakfast,BK,"[('Cereal', 3), ('Coffee', 5)]",87.5,-37.8237995,144.9835104,0,6.789,5.93409995
ORDZ04628,2021-03-10,10:11:49,Breakfast,NS,"[('Coffee', 10), ('Eggs', 3), ('Pancake', 5), ('Cereal', 3)]",289.25,-37.8244156,144.9986821,0,10.496,15.1336346
ORDC10182,2021-07-18,14:35:29,Lunch,NS,"[('Chicken', 9), ('Burger', 9), ('Fries', 9), ('Salad', 10)]",847.0,-37.8168137,145.0088002,0,10.743,18.454552
ORDC08388,2021-09-17,16:37:10,Dinner,NS,"[('Shrimp', 8), ('Fish&Chips', 9), ('Pasta', 2)]",802.0,-37.8076036,144.9888635,0,8.257,14.9592545
ORDI07535,2021-12-24,19:49:51,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 10), ('Shrimp', 9), ('Salmon', 2)]",1193.0,-37.8134507,144.960142,0,8.104,14.7643694
ORDA01330,2021-11-07,18:18:35,Dinner,BK,"[('Pasta', 6), ('Shrimp', 9), ('Fish&Chips', 7)]",896.0,-37.8061405,144.9417082,0,9.52,18.8399245
ORDI05773,2021-06-06,13:04:13,Lunch,NS,"[('Salad', 5), ('Steak', 2), ('Fries', 3)]",212.0,-37.8067394,144.9580707,0,7.823,15.3206941
ORDC01334,2021-02-26,09:51:32,Breakfast,NS,"[('Eggs', 9), ('Pancake', 6), ('Cereal', 10)]",522.5,-37.8194441,144.962563,0,8.837,13.9982436
ORDX00595,2021-12-13,19:29:34,Dinner,BK,"[('Pasta', 2), ('Salmon', 1), ('Shrimp', 3)]",258.0,-37.8166716,144.9697287,0,7.203,14.407309
ORDI10601,2021-12-21,19:39:43,Dinner,NS,"[('Salmon', 10), ('Pasta', 4), ('Fish&Chips', 7), ('Shrimp', 3)]",927.0,-37.81031,144.9615039,0,7.638,13.8068526
ORDX07517,2021-10-11,17:27:53,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 10), ('Pasta', 7)]",624.5,-37.8078687,144.9803343,0,5.973,12.9014875
ORDZ05263,2021-07-22,14:35:29,Lunch,NS,"[('Fries', 6), ('Steak', 5), ('Burger', 10), ('Chicken', 10)]",927.0,-37.8177512,145.0054342,0,10.563,16.1143326
ORDZ08928,2021-05-25,12:43:56,Lunch,NS,"[('Burger', 5), ('Fries', 6)]",227.0,-37.8194217,144.9549165,0,9.345,14.9554111
ORDC10987,2021-10-28,17:58:18,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 8), ('Shrimp', 2)]",751.0,-37.8024904,144.9634374,0,6.953,13.0352221
ORDC09894,2021-06-29,13:54:55,Lunch,NS,"[('Fries', 10), ('Chicken', 2), ('Burger', 2), ('Steak', 6)]",516.0,-37.8209652,144.9473885,0,9.826,15.3470883
ORDY11008,2021-10-20,17:38:01,Dinner,TP,"[('Salmon', 2), ('Fish&Chips', 9), ('Shrimp', 7), ('Pasta', 5)]",912.5,-37.8093288,144.9863112,0,9.836,14.2155027
ORDA07638,2021-01-19,08:30:25,Breakfast,BK,"[('Coffee', 7), ('Eggs', 2)]",80.5,-37.8129325,144.9612107,0,7.807,13.1956156
ORDJ07939,2021-11-08,18:18:35,Dinner,TP,"[('Shrimp', 7), ('Pasta', 4), ('Fish&Chips', 4), ('Salmon', 4)]",792.0,-37.80439,144.9487149,0,9.902,13.9260755
ORDC03367,2021-06-20,13:34:38,Lunch,NS,"[('Steak', 1), ('Chicken', 4), ('Burger', 3), ('Salad', 1)]",283.2,-37.8065393,144.9613218,0,7.479,23.44109625
ORDI08209,2021-05-11,12:13:31,Lunch,NS,"[('Burger', 7), ('Chicken', 10), ('Fries', 5), ('Salad', 7), ('Steak', 7)]",1032.4,-37.8185767,144.9637102,0,8.63,7.01862215
ORDC10085,2021-03-26,10:42:15,Breakfast,NS,"[('Pancake', 10), ('Cereal', 6), ('Coffee', 7)]",381.0,-37.820842,144.9695038,0,8.76,13.3480535
ORDB01809,2021-10-30,17:58:18,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 10), ('Salmon', 6), ('Pasta', 6)]",815.0,-37.807575,144.9421478,0,10.156,15.3029877
ORDA04233,2021-10-14,17:27:53,Dinner,BK,"[('Shrimp', 7), ('Pasta', 6), ('Salmon', 10), ('Fish&Chips', 3)]",1058.0,-37.8097707,144.9639806,0,7.396,14.5752543
ORDZ08738,2021-07-12,14:15:12,Lunch,NS,"[('Burger', 4), ('Salad', 2), ('Chicken', 9), ('Steak', 8)]",806.4,-37.8141364,144.9657288,0,8.013,6.52849905
ORDZ00114,2021-06-30,13:54:55,Lunch,NS,"[('Fries', 1), ('Steak', 3), ('Chicken', 8), ('Salad', 5)]",489.0,-37.8196075,144.9520277,0,9.384,14.6684949
ORDY02773,2021-08-24,15:46:28,Lunch,TP,"[('Fries', 2), ('Burger', 2)]",86.0,-37.8210557,144.943505,0,9.333,12.7672538
ORDI07014,2021-09-22,16:47:19,Dinner,NS,"[('Pasta', 1), ('Salmon', 9)]",396.5,-37.8147169,144.9872762,0,8.978,15.5234078
ORDC06590,2021-12-24,19:49:51,Dinner,NS,"[('Pasta', 5), ('Shrimp', 4), ('Fish&Chips', 1)]",388.5,-37.8169075,144.9614164,0,8.516,15.0794786
ORDX01092,2021-04-09,11:12:40,Breakfast,BK,"[('Eggs', 7), ('Pancake', 6), ('Cereal', 1), ('Coffee', 3)]",317.0,-37.8240357,144.9436033,0,9.906,15.2887
ORDJ02376,2021-02-10,09:21:07,Breakfast,TP,"[('Coffee', 4), ('Cereal', 1), ('Eggs', 2), ('Pancake', 3)]",150.75,-37.8185269,145.0142806,0,11.996,14.2778564
ORDY10986,2021-08-24,15:46:28,Lunch,TP,"[('Burger', 5), ('Fries', 4), ('Chicken', 6)]",395.0,-37.7996797,144.9575006,0,9.75,12.3734023
ORDK07456,2021-07-28,14:55:46,Lunch,BK,"[('Burger', 9), ('Fries', 1), ('Salad', 3), ('Steak', 8)]",702.6,-37.8024459,144.9637374,0,7.755,13.8118876
ORDB01177,2021-07-15,14:25:21,Lunch,TP,"[('Salad', 3), ('Steak', 9), ('Fries', 4), ('Burger', 10), ('Chicken', 3)]",910.6,-37.8174962,144.9900733,0,9.704,12.9422469
ORDK05079,2021-06-19,13:34:38,Lunch,BK,"[('Fries', 1), ('Chicken', 2)]",76.0,-37.8064308,144.9595923,0,7.749,16.1406109
ORDA00943,2021-04-15,11:22:49,Breakfast,BK,"[('Pancake', 8), ('Coffee', 5), ('Cereal', 4), ('Eggs', 4)]",369.5,-37.8174266,144.9878045,0,5.95,10.4137907
ORDZ02823,2021-11-09,18:18:35,Dinner,NS,"[('Salmon', 9), ('Shrimp', 1), ('Fish&Chips', 4)]",563.0,-37.8032642,144.9500603,0,8.355,13.653927
ORDI00990,2021-07-06,14:05:04,Lunch,NS,"[('Steak', 9), ('Burger', 9), ('Salad', 3), ('Fries', 3), ('Chicken', 4)]",899.6,-37.8179297,144.9461397,0,9.49,14.9420968
ORDA01225,2021-07-29,14:55:46,Lunch,BK,"[('Fries', 7), ('Burger', 2), ('Salad', 7), ('Chicken', 1)]",298.4,-37.8232542,144.9780021,0,7.2,6.62199125
ORDK06360,2021-08-06,15:16:03,Lunch,BK,"[('Fries', 10), ('Salad', 9)]",274.8,-37.8246293,144.9888236,0,6.569,12.5581469
ORDJ05401,2021-07-04,14:05:04,Lunch,TP,"[('Burger', 6), ('Salad', 8), ('Chicken', 2), ('Steak', 7)]",702.6,-37.8099555,144.9783954,0,9.225,14.5145269
ORDJ10796,2021-01-14,08:20:16,Breakfast,TP,"[('Eggs', 5), ('Coffee', 9), ('Pancake', 8)]",332.5,-37.8218851,144.9658603,1,7.465,5.0148381
ORDJ09744,2021-06-02,13:04:13,Lunch,TP,"[('Burger', 6), ('Steak', 6)]",456.0,-37.8071215,144.957849,0,9.171,6.22127375
ORDC07494,2021-07-09,14:15:12,Lunch,NS,"[('Steak', 5), ('Fries', 5), ('Salad', 2), ('Burger', 3)]",412.4,-37.8134835,144.9411308,0,9.502,15.2020007
ORDB01381,2021-03-18,10:32:06,Breakfast,TP,"[('Cereal', 2), ('Coffee', 5)]",67.5,-37.8016383,144.9690525,0,9.849,12.7842731
ORDJ01627,2021-09-17,16:37:10,Dinner,TP,"[('Shrimp', 8), ('Pasta', 2), ('Salmon', 4), ('Fish&Chips', 5)]",826.0,-37.8254673,144.956304,0,8.148,12.8522911
ORDB02452,2021-03-17,10:21:58,Breakfast,TP,"[('Coffee', 7), ('Pancake', 3), ('Eggs', 5), ('Cereal', 7)]",350.25,-37.8000279,144.9704433,0,10.029,12.2328677
ORDB07181,2021-12-13,19:29:34,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 6), ('Shrimp', 9)]",1082.0,-37.8082201,144.9689754,0,9.089,12.824343
ORDC06738,2021-05-12,12:13:31,Lunch,NS,"[('Steak', 7), ('Burger', 1), ('Salad', 1), ('Fries', 8)]",459.2,-37.8186613,144.9678091,0,8.448,14.025533
ORDZ06624,2021-05-18,12:33:48,Lunch,NS,"[('Chicken', 8), ('Burger', 4)]",380.0,-37.8020357,144.9824299,0,7.215,12.2406878
ORDJ06455,2021-12-26,19:49:51,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 4)]",286.0,-37.8147958,144.9270579,0,11.865,16.8349488
ORDI06866,2021-10-11,17:17:44,Dinner,NS,"[('Salmon', 4), ('Pasta', 7), ('Shrimp', 1), ('Fish&Chips', 1)]",445.5,-37.8142155,144.9728707,0,7.829,13.7265392
ORDX05127,2021-07-25,14:45:38,Lunch,BK,"[('Salad', 6), ('Chicken', 9)]",391.2,-37.8130208,144.9513428,0,8.569,16.8077802
ORDA05056,2021-03-08,10:11:49,Breakfast,BK,"[('Eggs', 8), ('Pancake', 7), ('Coffee', 7)]",362.25,-37.7995415,144.9690663,0,7.692,12.5124303
ORDX11057,2021-05-27,12:43:56,Lunch,BK,"[('Burger', 3), ('Fries', 4), ('Steak', 8), ('Salad', 3)]",552.6,-37.820764,144.9671687,0,7.917,13.6292099
ORDZ04765,2021-11-16,18:28:43,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 8)]",690.0,-37.8028494,144.9249208,0,9.466,15.2170704
ORDB00285,2021-09-11,16:27:02,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 1)]",391.0,-37.8127792,144.9640801,0,8.242,14.4030429
ORDA04644,2021-02-26,09:51:32,Breakfast,BK,"[('Coffee', 10), ('Cereal', 7), ('Pancake', 10), ('Eggs', 1)]",438.5,-37.8176948,144.9705367,0,7.82,12.3556717
ORDY02200,2021-08-10,15:16:03,Lunch,TP,"[('Fries', 10), ('Burger', 8)]",368.0,-37.8096721,144.9675774,0,8.866,18.17349375
ORDC07140,2021-06-02,13:04:13,Lunch,NS,"[('Burger', 1), ('Salad', 8), ('Chicken', 6)]",360.6,-37.8071908,144.9578618,0,7.888,13.5274774
ORDX06121,2021-06-17,13:24:30,Lunch,BK,"[('Steak', 6), ('Fries', 7)]",354.0,-37.8076246,144.9732695,0,6.536,12.8056496
ORDY07662,2021-01-10,08:10:08,Breakfast,TP,"[('Coffee', 2), ('Cereal', 7), ('Pancake', 10)]",373.5,-37.8049759,144.9832398,1,10.114,6.9966268
ORDA08164,2021-09-16,16:37:10,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 6), ('Shrimp', 10), ('Salmon', 3)]",933.0,-37.8006576,144.9577659,0,8.269,15.170096
ORDK05298,2021-02-23,09:41:24,Breakfast,BK,"[('Eggs', 8), ('Coffee', 10), ('Pancake', 4), ('Cereal', 8)]",472.0,-37.8030333,144.946302,0,9.054,13.3504567
ORDI01749,2021-05-31,12:54:05,Lunch,NS,"[('Salad', 4), ('Fries', 7)]",152.8,-37.8054349,144.9409965,0,9.321,14.5760513
ORDC09704,2021-03-28,10:52:23,Breakfast,NS,"[('Coffee', 7), ('Pancake', 1)]",60.75,-37.8130028,144.9376504,0,9.879,16.5993117
ORDI07195,2021-11-11,18:18:35,Dinner,NS,"[('Fish&Chips', 6), ('Shrimp', 4), ('Salmon', 4)]",590.0,-37.8149881,144.9275015,0,10.794,16.6320166
ORDY04599,2021-05-19,12:33:48,Lunch,TP,"[('Chicken', 6), ('Fries', 7), ('Burger', 3), ('Salad', 4), ('Steak', 10)]",887.8,-37.8121455,144.948192,0,10.332,13.9107155
ORDZ05248,2021-09-11,16:27:02,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 6), ('Shrimp', 7), ('Salmon', 8)]",1191.0,-37.826402,144.951862,0,10.126,18.536027
ORDC02060,2021-08-05,15:05:54,Lunch,NS,"[('Burger', 10), ('Steak', 3), ('Salad', 9), ('Fries', 10)]",719.8,-37.8129073,145.0130137,0,10.719,16.407535
ORDJ00982,2021-02-12,09:21:07,Breakfast,TP,"[('Pancake', 5), ('Coffee', 1), ('Eggs', 2), ('Cereal', 1)]",178.75,-37.8151363,144.9471952,0,9.312,12.1084188
ORDB10424,2021-11-23,18:49:00,Dinner,TP,"[('Shrimp', 3), ('Salmon', 5)]",367.0,-37.8204553,144.9769294,0,8.752,12.8309872
ORDC04289,2021-06-14,13:24:30,Lunch,NS,"[('Burger', 10), ('Salad', 10)]",482.0,-37.8243679,144.9828821,0,9.413,14.9152997
ORDC02588,2021-04-07,11:12:40,Breakfast,NS,"[('Coffee', 9), ('Pancake', 4), ('Cereal', 5), ('Eggs', 9)]",427.5,-37.8206681,144.9461856,0,9.85,14.5396051
ORDA07084,2021-03-07,10:11:49,Breakfast,BK,"[('Eggs', 6), ('Coffee', 5)]",153.5,-37.8056468,144.9682151,0,7.156,14.6227708
ORDZ01787,2021-09-11,16:16:54,Dinner,NS,"[('Pasta', 6), ('Salmon', 1), ('Shrimp', 8)]",638.0,-37.8180701,144.9668782,0,8.42,16.3865157
ORDI09769,2021-09-04,16:06:45,Dinner,NS,"[('Pasta', 6), ('Fish&Chips', 8), ('Shrimp', 9), ('Salmon', 1)]",972.0,-37.8025576,144.9766602,0,6.8,14.6649116
ORDI10615,2021-04-06,11:02:32,Breakfast,NS,"[('Pancake', 1), ('Cereal', 7)]",162.25,-37.8103133,144.9883833,0,8.56,13.3856052
ORDJ08569,2021-04-26,11:43:05,Breakfast,TP,"[('Pancake', 2), ('Eggs', 3)]",107.5,-37.7996716,144.9370344,0,11.134,13.344198
ORDA03266,2021-07-23,14:45:38,Lunch,BK,"[('Chicken', 5), ('Burger', 1), ('Fries', 1)]",203.0,-37.8211412,144.9554276,0,8.571,15.1638991
ORDI04397,2021-05-04,12:03:22,Lunch,NS,"[('Salad', 9), ('Fries', 8)]",250.8,-37.8113535,144.9731957,0,7.447,19.349668050000002
ORDI06003,2021-03-20,10:32:06,Breakfast,NS,"[('Pancake', 3), ('Eggs', 10), ('Cereal', 2)]",316.75,-37.8090958,144.986353,0,8.205,15.3295631
ORDZ05104,2021-12-08,19:19:26,Dinner,NS,"[('Salmon', 1), ('Shrimp', 3), ('Fish&Chips', 8), ('Pasta', 4)]",593.0,-37.8180368,144.964893,0,8.492,14.0303435
ORDY00561,2021-02-09,09:10:59,Breakfast,TP,"[('Coffee', 9), ('Cereal', 2), ('Eggs', 8)]",257.5,-37.8071263,144.9915639,0,10.55,13.1531172
ORDK06094,2021-08-26,15:46:28,Lunch,BK,"[('Salad', 7), ('Burger', 6), ('Chicken', 10), ('Fries', 10), ('Steak', 1)]",791.4,-37.8040177,145.0047712,0,5.336,11.3955798
ORDC03477,2021-02-11,09:21:07,Breakfast,NS,"[('Eggs', 4), ('Coffee', 2), ('Cereal', 5), ('Pancake', 7)]",350.75,-37.8179658,145.0131559,0,11.181,16.4449542
ORDX01973,2021-08-12,15:26:11,Lunch,BK,"[('Burger', 4), ('Salad', 9), ('Fries', 9), ('Steak', 3), ('Chicken', 2)]",585.8,-37.8000554,144.9546115,0,8.537,14.1189484
ORDZ05094,2021-09-23,16:47:19,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 2)]",405.0,-37.8120053,144.9877182,0,8.599,14.3706292
ORDB01987,2021-08-25,15:46:28,Lunch,TP,"[('Burger', 7), ('Fries', 3), ('Steak', 8), ('Chicken', 2)]",677.0,-37.825692,144.997938,0,10.031,13.503799
ORDB03421,2021-01-27,08:50:42,Breakfast,TP,"[('Pancake', 9), ('Cereal', 1)]",220.25,-37.81683,145.0142511,0,12.346,7.1630746
ORDX07098,2021-09-27,16:57:27,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 2)]",283.0,-37.8155822,144.9579939,0,8.217,15.3701084
ORDJ05615,2021-08-30,15:56:37,Lunch,TP,"[('Salad', 9), ('Steak', 3), ('Fries', 6)]",361.8,-37.8116119,144.986092,0,9.648,13.2891059
ORDJ08007,2021-08-06,15:05:54,Lunch,TP,"[('Fries', 5), ('Steak', 4), ('Salad', 2), ('Chicken', 3)]",370.4,-37.7999196,144.9626861,0,9.77,12.9285682
ORDI02068,2021-12-28,20:00:00,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 5), ('Salmon', 1), ('Shrimp', 6)]",782.5,-37.8082134,144.9743591,0,7.204,13.2195474
ORDZ10387,2021-04-15,11:22:49,Breakfast,NS,"[('Coffee', 1), ('Cereal', 7), ('Pancake', 5)]",256.75,-37.8173524,144.9878848,0,9.092,14.3244154
ORDA03596,2021-12-26,19:49:51,Dinner,BK,"[('Pasta', 5), ('Salmon', 7), ('Fish&Chips', 10), ('Shrimp', 1)]",828.5,-37.8132457,144.9334457,0,11.173,20.5856616
ORDX08713,2021-12-07,19:19:26,Dinner,BK,"[('Pasta', 5), ('Salmon', 3), ('Fish&Chips', 4)]",400.5,-37.811453,144.9646701,0,7.425,21.57325275
ORDB08292,2021-08-19,15:36:20,Lunch,TP,"[('Burger', 2), ('Steak', 7), ('Salad', 3)]",428.6,-37.8176396,144.9592331,0,7.935,11.7270489
ORDC04291,2021-07-28,14:55:46,Lunch,NS,"[('Chicken', 8), ('Steak', 6), ('Burger', 7), ('Fries', 6)]",815.0,-37.8025098,144.9579548,0,7.492,12.7123791
